order_id,customer_id,order_date,order_status,shipping_city
646,234,2024-08-04,Delivered,Bengaluru
647,235,2024-09-26,Delivered,Hyderabad
648,333,2024-10-08,Delivered,Ahmedabad
649,349,2024-07-10,Delivered,Pune
650,165,2024-10-10,Delivered,Ahmedabad
651,347,2025-01-24,Shipped,Kolkata
652,9,2024-10-03,Delivered,Ahmedabad
653,133,2025-12-06,Delivered,Pune
654,62,2025-10-26,Shipped,Mumbai
655,176,2024-02-12,Delivered,Chennai
656,496,2025-05-24,Returned,Nashik
657,401,2024-11-30,Delivered,Delhi
658,222,2025-02-14,Delivered,Bengaluru
659,353,2025-07-02,Delivered,Delhi
660,41,2025-06-12,Processing,Delhi
661,300,2025-04-04,Delivered,Surat
662,224,2025-07-04,Processing,Chennai
663,263,2025-09-26,Delivered,Kolkata
664,50,2025-02-10,Delivered,Mumbai
665,78,2025-09-20,Delivered,Bengaluru
666,245,2024-11-02,Delivered,Delhi
667,449,2024-09-04,Shipped,Delhi
668,155,2024-05-29,Delivered,Kolkata
669,248,2025-10-10,Shipped,Chennai
670,42,2024-05-25,Delivered,Bengaluru
671,98,2025-12-10,Shipped,Mumbai
672,294,2025-03-21,Delivered,Bengaluru
673,304,2024-08-06,Delivered,Nashik
674,37,2025-06-15,Delivered,Pune
675,450,2024-01-04,Shipped,Bengaluru
676,495,2025-11-23,Shipped,Nagpur
677,106,2024-12-10,Delivered,Jaipur
678,437,2024-11-14,Delivered,Delhi
679,394,2025-01-15,Delivered,Jaipur
680,147,2025-03-12,Cancelled,Nagpur
681,309,2025-12-27,Delivered,Ahmedabad
682,197,2024-10-07,Delivered,Delhi
683,382,2024-09-14,Delivered,Jaipur
684,138,2024-05-07,Shipped,Bengaluru
685,413,2024-12-28,Cancelled,Delhi
686,422,2024-01-24,Delivered,Mumbai
687,14,2024-10-21,Delivered,Mumbai
688,147,2024-07-10,Returned,Nagpur
689,166,2024-06-01,Delivered,Jaipur
690,67,2025-02-22,Delivered,Hyderabad
691,417,2025-02-27,Delivered,Ahmedabad
692,157,2025-08-26,Delivered,Pune
693,369,2024-11-08,Shipped,Ahmedabad
694,106,2025-09-25,Delivered,Jaipur
695,278,2025-02-18,Delivered,Mumbai
696,163,2024-05-04,Delivered,Hyderabad
697,259,2025-06-15,Delivered,Hyderabad
698,4,2025-06-12,Delivered,Nashik
699,496,2025-09-21,Processing,Nashik
700,38,2024-03-05,Delivered,Mumbai
701,445,2024-02-11,Processing,Pune
702,368,2024-06-20,Delivered,Chennai
703,384,2024-11-07,Shipped,Surat
704,444,2024-12-22,Delivered,Surat
705,445,2025-12-23,Delivered,Pune
706,287,2025-08-29,Delivered,Kolkata
707,146,2024-12-14,Cancelled,Mumbai
708,57,2025-04-30,Shipped,Ahmedabad
709,382,2024-07-11,Delivered,Jaipur
710,31,2024-09-24,Delivered,Hyderabad
711,133,2024-12-03,Delivered,Pune
712,349,2024-08-11,Delivered,Pune
713,433,2024-09-23,Delivered,Pune
714,404,2025-09-28,Delivered,Chennai
715,288,2024-04-07,Shipped,Surat
716,484,2025-09-10,Delivered,Nashik
717,219,2024-04-19,Delivered,Nagpur
718,57,2024-02-04,Shipped,Ahmedabad
719,89,2025-12-21,Delivered,Delhi
720,168,2025-06-30,Delivered,Surat
721,425,2025-03-08,Shipped,Delhi
722,423,2024-09-19,Delivered,Nagpur
723,154,2025-03-10,Returned,Jaipur
724,486,2024-07-07,Delivered,Bengaluru
725,252,2024-03-31,Delivered,Surat
726,306,2025-03-11,Shipped,Bengaluru
727,346,2025-07-03,Cancelled,Jaipur
728,195,2025-08-11,Delivered,Nagpur
729,264,2025-02-09,Delivered,Surat
730,437,2024-08-28,Cancelled,Delhi
731,270,2025-05-12,Returned,Bengaluru
732,250,2024-10-31,Delivered,Jaipur
733,460,2024-12-21,Delivered,Nashik
734,195,2024-06-21,Delivered,Nagpur
735,69,2024-02-19,Cancelled,Ahmedabad
736,382,2024-03-31,Delivered,Jaipur
737,376,2025-07-12,Delivered,Nashik
738,77,2025-10-19,Shipped,Delhi
739,54,2024-02-20,Shipped,Bengaluru
740,423,2025-04-06,Shipped,Nagpur
741,30,2025-08-27,Shipped,Bengaluru
742,440,2025-03-03,Delivered,Chennai
743,461,2025-05-24,Returned,Delhi
744,30,2025-03-04,Delivered,Bengaluru
745,207,2024-11-15,Shipped,Nagpur
746,191,2025-12-29,Delivered,Kolkata
747,4,2024-05-27,Delivered,Nashik
748,169,2024-12-17,Delivered,Pune
749,30,2024-02-05,Delivered,Bengaluru
750,426,2025-03-01,Delivered,Bengaluru
751,173,2025-04-24,Shipped,Delhi
752,95,2025-04-13,Shipped,Kolkata
753,400,2025-04-01,Delivered,Nashik
754,13,2025-03-18,Delivered,Pune
755,53,2024-07-18,Delivered,Delhi
756,489,2025-09-29,Delivered,Ahmedabad
757,166,2024-03-06,Delivered,Jaipur
758,92,2024-06-10,Shipped,Chennai
759,450,2025-08-27,Delivered,Bengaluru
760,481,2025-03-07,Delivered,Pune
761,364,2024-11-21,Processing,Nashik
762,18,2025-06-12,Delivered,Bengaluru
763,133,2024-09-25,Delivered,Pune
764,392,2024-04-14,Delivered,Chennai
765,81,2024-09-29,Cancelled,Ahmedabad
766,191,2025-01-03,Delivered,Kolkata
767,473,2024-03-18,Delivered,Delhi
768,19,2025-08-18,Delivered,Hyderabad
769,419,2025-07-17,Processing,Kolkata
770,287,2024-03-21,Delivered,Kolkata
771,451,2025-12-01,Delivered,Hyderabad
772,97,2024-02-07,Cancelled,Pune
773,466,2025-10-07,Delivered,Jaipur
774,496,2025-02-07,Delivered,Nashik
775,374,2025-08-21,Delivered,Mumbai
776,99,2024-01-25,Shipped,Nagpur
777,387,2025-11-24,Processing,Nagpur
778,359,2024-07-21,Delivered,Kolkata
779,300,2025-11-17,Cancelled,Surat
780,29,2025-01-23,Delivered,Delhi
781,441,2024-12-03,Delivered,Ahmedabad
782,437,2024-03-28,Delivered,Delhi
783,352,2024-06-18,Processing,Nashik
784,181,2024-04-16,Delivered,Pune
785,458,2025-02-04,Delivered,Mumbai
786,176,2024-04-29,Delivered,Chennai
787,405,2024-09-25,Delivered,Ahmedabad
788,146,2025-10-27,Delivered,Mumbai
789,482,2025-10-28,Cancelled,Mumbai
790,474,2025-08-28,Delivered,Bengaluru
791,270,2025-03-28,Delivered,Bengaluru
792,258,2025-05-19,Delivered,Bengaluru
793,18,2025-11-30,Delivered,Bengaluru
794,88,2025-07-24,Delivered,Nashik
795,165,2024-01-10,Delivered,Ahmedabad
796,159,2025-01-05,Delivered,Nagpur
797,260,2024-09-04,Delivered,Chennai
798,69,2025-01-20,Delivered,Ahmedabad
799,24,2025-12-09,Delivered,Surat
800,308,2024-08-21,Delivered,Chennai
801,276,2025-01-31,Delivered,Surat
802,55,2025-04-14,Returned,Hyderabad
803,163,2024-07-27,Shipped,Hyderabad
804,497,2024-01-19,Delivered,Delhi
805,128,2024-12-04,Delivered,Chennai
806,408,2025-03-26,Delivered,Surat
807,58,2025-06-29,Delivered,Jaipur
808,339,2025-03-16,Delivered,Nagpur
809,239,2024-01-31,Delivered,Kolkata
810,230,2025-04-23,Returned,Mumbai
811,189,2024-01-12,Delivered,Ahmedabad
812,321,2025-07-02,Processing,Ahmedabad
813,186,2025-02-01,Delivered,Bengaluru
814,131,2025-05-23,Processing,Kolkata
815,465,2024-03-30,Cancelled,Ahmedabad
816,191,2024-01-19,Processing,Kolkata
817,178,2024-02-26,Delivered,Jaipur
818,177,2024-01-03,Delivered,Ahmedabad
819,434,2024-09-01,Delivered,Mumbai
820,101,2024-11-25,Delivered,Delhi
821,428,2025-07-14,Cancelled,Chennai
822,391,2025-04-21,Delivered,Hyderabad
823,410,2024-08-03,Cancelled,Mumbai
824,249,2024-03-05,Delivered,Ahmedabad
825,469,2025-11-19,Returned,Pune
826,219,2024-10-27,Delivered,Nagpur
827,262,2024-11-29,Shipped,Jaipur
828,246,2024-01-24,Delivered,Bengaluru
829,232,2025-03-24,Delivered,Nashik
830,394,2025-05-01,Delivered,Jaipur
831,152,2025-10-09,Processing,Chennai
832,265,2024-12-25,Shipped,Pune
833,44,2024-07-16,Delivered,Chennai
834,150,2024-05-24,Processing,Bengaluru
835,280,2025-08-23,Cancelled,Nashik
836,176,2025-10-02,Returned,Chennai
837,176,2024-06-15,Cancelled,Chennai
838,451,2025-02-20,Delivered,Hyderabad
839,358,2025-02-13,Delivered,Jaipur
840,30,2024-07-29,Delivered,Bengaluru
841,497,2024-03-01,Delivered,Delhi
842,417,2025-10-10,Delivered,Ahmedabad
843,350,2025-01-15,Delivered,Mumbai
844,121,2024-12-05,Delivered,Pune
845,125,2025-08-23,Delivered,Delhi
846,357,2025-06-07,Shipped,Ahmedabad
847,496,2025-02-23,Processing,Nashik
848,133,2024-07-31,Cancelled,Pune
849,170,2025-06-16,Shipped,Mumbai
850,3,2025-04-30,Processing,Nagpur
851,34,2025-12-25,Delivered,Jaipur
852,118,2025-08-17,Shipped,Jaipur
853,34,2024-11-26,Cancelled,Jaipur
854,105,2024-10-14,Delivered,Ahmedabad
855,269,2024-03-18,Delivered,Delhi
856,158,2025-09-05,Delivered,Mumbai
857,457,2024-10-14,Delivered,Pune
858,92,2024-12-24,Processing,Chennai
859,196,2025-10-15,Delivered,Nashik
860,370,2025-02-23,Delivered,Jaipur
861,151,2025-03-24,Delivered,Hyderabad
862,143,2024-10-18,Delivered,Kolkata
863,155,2025-02-28,Delivered,Kolkata
864,61,2024-12-10,Processing,Pune
865,348,2025-06-28,Delivered,Surat
866,328,2025-08-07,Processing,Nashik
867,137,2024-04-22,Delivered,Delhi
868,333,2024-07-27,Shipped,Ahmedabad
869,181,2024-06-23,Delivered,Pune
870,86,2024-07-05,Delivered,Mumbai
871,83,2025-11-23,Delivered,Kolkata
872,31,2025-10-01,Returned,Hyderabad
873,249,2025-09-30,Delivered,Ahmedabad
874,401,2025-08-21,Delivered,Delhi
875,472,2024-10-14,Processing,Nashik
876,426,2025-05-17,Delivered,Bengaluru
877,13,2024-10-10,Processing,Pune
878,280,2025-06-01,Delivered,Nashik
879,254,2025-10-13,Delivered,Mumbai
880,177,2024-05-04,Delivered,Ahmedabad
881,401,2025-12-10,Delivered,Delhi
882,151,2024-07-01,Delivered,Hyderabad
883,15,2025-09-20,Delivered,Nagpur
884,167,2025-01-02,Returned,Kolkata
885,203,2024-01-09,Delivered,Kolkata
886,259,2025-01-08,Processing,Hyderabad
887,126,2024-09-16,Delivered,Bengaluru
888,215,2024-05-02,Shipped,Kolkata
889,422,2025-07-26,Delivered,Mumbai
890,80,2024-10-14,Cancelled,Chennai
891,450,2024-01-02,Delivered,Bengaluru
892,99,2025-02-09,Delivered,Nagpur
893,277,2024-07-17,Delivered,Pune
894,400,2024-05-12,Delivered,Nashik
895,129,2025-05-30,Delivered,Ahmedabad
896,495,2024-03-08,Processing,Nagpur
897,267,2024-05-07,Shipped,Nagpur
898,431,2024-09-20,Shipped,Kolkata
899,89,2024-05-30,Delivered,Delhi
900,386,2024-12-28,Delivered,Mumbai
901,473,2024-06-13,Shipped,Delhi
902,267,2025-09-03,Delivered,Nagpur
903,284,2025-10-05,Shipped,Chennai
904,454,2025-09-26,Shipped,Jaipur
905,263,2025-05-07,Delivered,Kolkata
906,219,2025-04-21,Cancelled,Nagpur
907,307,2024-03-14,Delivered,Hyderabad
908,14,2024-02-22,Cancelled,Mumbai
909,253,2024-11-21,Delivered,Pune
910,28,2025-09-06,Returned,Nashik
911,143,2024-04-28,Shipped,Kolkata
912,110,2025-10-09,Delivered,Mumbai
913,110,2025-07-04,Delivered,Mumbai
914,329,2025-04-18,Delivered,Delhi
915,51,2024-07-08,Delivered,Nagpur
916,238,2024-03-26,Delivered,Jaipur
917,47,2025-04-10,Delivered,Kolkata
918,158,2024-06-07,Shipped,Mumbai
919,120,2025-05-16,Delivered,Surat
920,290,2025-11-13,Delivered,Mumbai
921,270,2025-09-02,Delivered,Bengaluru
922,230,2025-06-24,Returned,Mumbai
923,405,2025-09-10,Delivered,Ahmedabad
924,264,2025-04-02,Delivered,Surat
925,267,2025-05-11,Shipped,Nagpur
926,169,2025-12-29,Delivered,Pune
927,305,2024-02-14,Delivered,Delhi
928,304,2024-03-27,Delivered,Nashik
929,320,2024-08-28,Shipped,Chennai
930,399,2024-05-14,Delivered,Nagpur
931,11,2024-02-02,Processing,Kolkata
932,104,2025-05-21,Delivered,Chennai
933,223,2024-01-21,Delivered,Hyderabad
934,261,2024-07-25,Delivered,Ahmedabad
935,128,2024-11-13,Cancelled,Chennai
936,377,2024-07-29,Delivered,Delhi
937,305,2024-02-09,Returned,Delhi
938,488,2025-12-16,Shipped,Chennai
939,29,2024-12-05,Delivered,Delhi
940,416,2025-08-16,Shipped,Chennai
941,65,2024-06-11,Delivered,Delhi
942,274,2024-12-03,Processing,Jaipur
943,380,2025-05-14,Delivered,Chennai
944,477,2025-04-19,Delivered,Ahmedabad
945,262,2024-09-28,Delivered,Jaipur
946,96,2025-07-28,Delivered,Surat
947,272,2024-11-15,Delivered,Chennai
948,380,2024-06-01,Delivered,Chennai
949,443,2024-06-18,Delivered,Kolkata
950,38,2025-07-14,Delivered,Mumbai
951,312,2024-10-04,Delivered,Surat
952,156,2025-08-17,Delivered,Surat
953,269,2025-07-07,Cancelled,Delhi
954,232,2025-04-27,Delivered,Nashik
955,100,2025-06-29,Delivered,Nashik
956,490,2024-10-29,Delivered,Jaipur
957,108,2024-08-19,Delivered,Surat
958,208,2024-10-29,Delivered,Nashik
959,422,2024-10-26,Delivered,Mumbai
960,150,2025-11-10,Delivered,Bengaluru
961,376,2025-03-29,Delivered,Nashik
962,9,2024-01-15,Delivered,Ahmedabad
963,462,2024-03-27,Delivered,Bengaluru
964,60,2024-07-19,Delivered,Surat
965,166,2025-01-21,Delivered,Jaipur
966,63,2024-04-28,Delivered,Nagpur
967,158,2025-02-05,Delivered,Mumbai
968,235,2025-02-04,Delivered,Hyderabad
969,205,2024-01-18,Cancelled,Pune
970,199,2024-03-20,Delivered,Hyderabad
971,97,2024-04-16,Returned,Pune
972,285,2025-03-26,Delivered,Ahmedabad
973,273,2025-12-21,Delivered,Ahmedabad
974,196,2025-12-12,Delivered,Nashik
975,435,2025-03-30,Delivered,Nagpur
976,63,2024-10-07,Cancelled,Nagpur
977,154,2024-04-18,Returned,Jaipur
978,242,2024-10-03,Delivered,Mumbai
979,150,2025-12-07,Delivered,Bengaluru
980,204,2025-11-04,Delivered,Surat
981,307,2025-05-29,Delivered,Hyderabad
982,259,2025-01-24,Delivered,Hyderabad
983,60,2024-11-29,Delivered,Surat
984,412,2024-06-27,Processing,Nashik
985,439,2024-01-26,Shipped,Hyderabad
986,390,2025-12-30,Delivered,Bengaluru
987,437,2024-04-27,Delivered,Delhi
988,302,2024-02-13,Delivered,Mumbai
989,128,2025-05-14,Delivered,Chennai
990,238,2024-09-23,Shipped,Jaipur
991,258,2025-03-09,Delivered,Bengaluru
992,457,2025-02-15,Cancelled,Pune
993,463,2025-05-01,Delivered,Hyderabad
994,369,2024-08-22,Delivered,Ahmedabad
995,458,2024-06-27,Delivered,Mumbai
996,78,2025-12-21,Delivered,Bengaluru
997,66,2025-08-17,Delivered,Bengaluru
998,332,2024-07-26,Delivered,Chennai
999,63,2024-08-24,Shipped,Nagpur
1000,11,2025-11-30,Processing,Kolkata
1001,466,2024-04-22,Shipped,Jaipur
1002,94,2024-04-18,Cancelled,Jaipur
1003,398,2025-01-13,Delivered,Mumbai
1004,345,2024-04-24,Delivered,Ahmedabad
1005,163,2024-06-30,Cancelled,Hyderabad
1006,74,2025-08-05,Returned,Mumbai
1007,456,2024-03-14,Delivered,Surat
1008,57,2024-07-06,Delivered,Ahmedabad
1009,170,2024-08-21,Delivered,Mumbai
1010,80,2025-02-22,Delivered,Chennai
1011,128,2024-12-08,Delivered,Chennai
1012,127,2024-04-03,Cancelled,Hyderabad
1013,468,2025-01-04,Processing,Surat
1014,98,2025-04-22,Shipped,Mumbai
1015,109,2025-06-06,Processing,Pune
1016,88,2025-03-23,Delivered,Nashik
1017,372,2024-03-13,Delivered,Surat
1018,97,2024-02-18,Delivered,Pune
1019,249,2024-02-14,Delivered,Ahmedabad
1020,466,2024-04-27,Delivered,Jaipur
1021,303,2025-07-31,Processing,Nagpur
1022,71,2024-08-13,Delivered,Kolkata
1023,434,2025-02-14,Delivered,Mumbai
1024,413,2025-04-23,Delivered,Delhi
1025,428,2025-12-15,Delivered,Chennai
1026,310,2025-08-28,Delivered,Jaipur
1027,234,2024-06-27,Shipped,Bengaluru
1028,35,2024-03-02,Shipped,Kolkata
1029,329,2025-03-06,Delivered,Delhi
1030,166,2024-02-28,Shipped,Jaipur
1031,130,2024-08-01,Cancelled,Jaipur
1032,245,2025-07-10,Shipped,Delhi
1033,265,2024-07-22,Shipped,Pune
1034,385,2025-11-23,Delivered,Pune
1035,292,2024-08-26,Delivered,Nashik
1036,200,2024-10-14,Shipped,Chennai
1037,297,2024-12-12,Delivered,Ahmedabad
1038,88,2024-08-17,Delivered,Nashik
1039,195,2024-07-13,Processing,Nagpur
1040,3,2025-03-15,Delivered,Nagpur
1041,235,2025-07-30,Delivered,Hyderabad
1042,187,2024-07-04,Delivered,Hyderabad
1043,75,2025-12-20,Shipped,Nagpur
1044,359,2025-03-26,Delivered,Kolkata
1045,151,2024-05-14,Delivered,Hyderabad
1046,449,2024-10-04,Cancelled,Delhi
1047,337,2025-07-12,Delivered,Pune
1048,195,2025-07-01,Returned,Nagpur
1049,88,2024-12-02,Delivered,Nashik
1050,341,2025-11-01,Delivered,Delhi
1051,104,2025-10-09,Delivered,Chennai
1052,413,2025-04-18,Shipped,Delhi
1053,304,2025-03-24,Delivered,Nashik
1054,231,2025-03-26,Delivered,Nagpur
1055,422,2024-06-06,Delivered,Mumbai
1056,116,2025-03-12,Delivered,Chennai
1057,70,2024-06-27,Cancelled,Jaipur
1058,160,2024-09-29,Delivered,Nashik
1059,457,2024-10-26,Delivered,Pune
1060,72,2025-06-18,Delivered,Surat
1061,159,2024-01-12,Returned,Nagpur
1062,35,2025-08-18,Shipped,Kolkata
1063,49,2025-09-26,Cancelled,Pune
1064,329,2024-09-03,Delivered,Delhi
1065,44,2025-03-20,Delivered,Chennai
1066,120,2024-06-11,Delivered,Surat
1067,125,2025-04-26,Shipped,Delhi
1068,410,2025-07-09,Delivered,Mumbai
1069,465,2024-05-29,Delivered,Ahmedabad
1070,373,2025-02-03,Cancelled,Pune
1071,196,2025-09-30,Cancelled,Nashik
1072,89,2025-09-12,Returned,Delhi
1073,65,2024-12-05,Delivered,Delhi
1074,133,2024-03-02,Delivered,Pune
1075,310,2024-07-07,Delivered,Jaipur
1076,470,2025-11-26,Delivered,Mumbai
1077,28,2025-12-01,Shipped,Nashik
1078,146,2025-04-12,Delivered,Mumbai
1079,290,2024-08-29,Delivered,Mumbai
1080,220,2024-05-16,Cancelled,Nashik
1081,141,2024-08-08,Delivered,Ahmedabad
1082,188,2025-06-03,Delivered,Chennai
1083,3,2024-11-25,Delivered,Nagpur
1084,76,2024-04-26,Delivered,Nashik
1085,406,2024-07-16,Delivered,Jaipur
1086,326,2024-04-28,Delivered,Mumbai
1087,402,2024-08-29,Delivered,Bengaluru
1088,32,2024-05-19,Delivered,Chennai
1089,138,2025-01-30,Delivered,Bengaluru
1090,313,2025-05-17,Cancelled,Pune
1091,63,2024-11-07,Cancelled,Nagpur
1092,270,2024-03-12,Delivered,Bengaluru
1093,138,2025-06-10,Shipped,Bengaluru
1094,286,2025-09-07,Delivered,Jaipur
1095,36,2025-07-21,Delivered,Surat
1096,9,2024-08-09,Delivered,Ahmedabad
1097,234,2025-12-28,Delivered,Bengaluru
1098,136,2025-08-26,Delivered,Nashik
1099,17,2025-06-20,Shipped,Delhi
1100,74,2025-09-18,Delivered,Mumbai
1101,169,2024-01-01,Delivered,Pune
1102,151,2024-09-15,Delivered,Hyderabad
1103,198,2024-05-15,Delivered,Bengaluru
1104,24,2024-02-21,Delivered,Surat
1105,392,2025-10-30,Delivered,Chennai
1106,389,2025-12-18,Returned,Delhi
1107,472,2024-04-14,Shipped,Nashik
1108,39,2025-03-14,Shipped,Nagpur
1109,116,2024-03-11,Delivered,Chennai
1110,271,2024-02-25,Delivered,Hyderabad
1111,149,2025-12-21,Delivered,Delhi
1112,87,2025-06-02,Returned,Nagpur
1113,239,2025-05-09,Delivered,Kolkata
1114,64,2025-09-24,Delivered,Nashik
1115,349,2024-01-04,Delivered,Pune
1116,313,2025-11-15,Delivered,Pune
1117,408,2024-12-24,Delivered,Surat
1118,14,2024-02-12,Delivered,Mumbai
1119,470,2025-06-14,Processing,Mumbai
1120,73,2024-04-14,Delivered,Pune
1121,146,2024-05-22,Delivered,Mumbai
1122,123,2025-02-08,Shipped,Nagpur
1123,109,2025-04-17,Delivered,Pune
1124,129,2025-02-09,Delivered,Ahmedabad
1125,283,2024-04-22,Cancelled,Hyderabad
1126,269,2025-07-09,Cancelled,Delhi
1127,407,2025-10-31,Delivered,Kolkata
1128,263,2025-11-08,Delivered,Kolkata
1129,43,2024-01-03,Delivered,Hyderabad
1130,106,2024-03-20,Delivered,Jaipur
1131,314,2024-09-13,Shipped,Mumbai
1132,486,2025-07-31,Delivered,Bengaluru
1133,337,2024-04-16,Shipped,Pune
1134,128,2024-09-16,Delivered,Chennai
1135,409,2024-07-23,Delivered,Pune
1136,418,2024-07-19,Processing,Jaipur
1137,17,2025-07-08,Shipped,Delhi
1138,95,2024-04-11,Processing,Kolkata
1139,491,2025-05-09,Delivered,Kolkata
1140,148,2025-04-18,Delivered,Nashik
1141,85,2024-11-16,Delivered,Pune
1142,66,2025-01-13,Delivered,Bengaluru
1143,258,2024-04-29,Delivered,Bengaluru
1144,225,2025-11-27,Delivered,Ahmedabad
1145,122,2024-09-16,Delivered,Mumbai
1146,329,2025-10-17,Delivered,Delhi
1147,357,2025-11-01,Delivered,Ahmedabad
1148,67,2024-03-24,Delivered,Hyderabad
1149,149,2024-09-09,Processing,Delhi
1150,307,2025-10-03,Delivered,Hyderabad
1151,61,2025-12-10,Delivered,Pune
1152,207,2024-07-16,Delivered,Nagpur
1153,338,2024-01-28,Processing,Mumbai
1154,44,2024-03-15,Delivered,Chennai
1155,137,2025-02-16,Delivered,Delhi
1156,3,2024-02-27,Shipped,Nagpur
1157,149,2024-02-22,Delivered,Delhi
1158,421,2024-09-04,Delivered,Pune
1159,250,2024-05-17,Shipped,Jaipur
1160,173,2025-11-25,Delivered,Delhi
1161,470,2025-12-01,Delivered,Mumbai
1162,87,2025-04-13,Shipped,Nagpur
1163,285,2025-05-29,Processing,Ahmedabad
1164,90,2024-12-18,Delivered,Bengaluru
1165,72,2024-08-24,Delivered,Surat
1166,318,2025-04-30,Delivered,Bengaluru
1167,18,2024-07-20,Delivered,Bengaluru
1168,81,2024-05-19,Delivered,Ahmedabad
1169,16,2025-04-03,Delivered,Nashik
1170,20,2024-03-06,Delivered,Chennai
1171,232,2024-09-14,Shipped,Nashik
1172,365,2025-02-26,Delivered,Delhi
1173,119,2024-12-21,Returned,Kolkata
1174,186,2025-07-06,Delivered,Bengaluru
1175,431,2024-12-15,Delivered,Kolkata
1176,68,2025-11-19,Delivered,Chennai
1177,224,2024-07-05,Returned,Chennai
1178,43,2025-06-08,Delivered,Hyderabad
1179,462,2024-02-15,Delivered,Bengaluru
1180,236,2025-03-13,Delivered,Chennai
1181,59,2025-11-12,Cancelled,Kolkata
1182,266,2025-02-02,Delivered,Mumbai
1183,219,2024-08-01,Delivered,Nagpur
1184,97,2025-06-22,Delivered,Pune
1185,49,2024-03-03,Delivered,Pune
1186,164,2024-01-10,Delivered,Chennai
1187,399,2025-05-31,Processing,Nagpur
1188,276,2025-03-17,Processing,Surat
1189,466,2024-10-23,Processing,Jaipur
1190,444,2025-01-04,Delivered,Surat
1191,34,2025-11-20,Delivered,Jaipur
1192,347,2024-01-20,Delivered,Kolkata
1193,226,2024-09-24,Delivered,Jaipur
1194,167,2025-01-18,Cancelled,Kolkata
1195,404,2024-08-01,Delivered,Chennai
1196,94,2024-09-05,Processing,Jaipur
1197,188,2024-04-25,Delivered,Chennai
1198,350,2025-01-02,Delivered,Mumbai
1199,415,2025-08-03,Delivered,Hyderabad
1200,442,2025-07-18,Delivered,Jaipur
1201,446,2024-01-24,Delivered,Mumbai
1202,448,2024-01-29,Delivered,Nashik
1203,101,2024-12-27,Delivered,Delhi
1204,283,2025-02-13,Delivered,Hyderabad
1205,283,2025-05-09,Delivered,Hyderabad
1206,431,2024-08-20,Delivered,Kolkata
1207,138,2025-03-03,Delivered,Bengaluru
1208,63,2024-08-17,Delivered,Nagpur
1209,294,2025-05-21,Delivered,Bengaluru
1210,200,2024-04-08,Delivered,Chennai
1211,2,2025-10-13,Delivered,Mumbai
1212,434,2025-09-16,Delivered,Mumbai
1213,182,2025-01-05,Delivered,Mumbai
1214,306,2024-01-08,Cancelled,Bengaluru
1215,264,2024-11-28,Returned,Surat
1216,17,2024-07-28,Processing,Delhi
1217,242,2025-11-04,Delivered,Mumbai
1218,259,2024-05-27,Shipped,Hyderabad
1219,483,2025-02-04,Cancelled,Nagpur
1220,262,2024-11-16,Delivered,Jaipur
1221,440,2024-04-10,Shipped,Chennai
1222,121,2025-12-12,Delivered,Pune
1223,124,2025-06-24,Cancelled,Nashik
1224,426,2024-02-24,Delivered,Bengaluru
1225,39,2025-05-20,Delivered,Nagpur
1226,426,2024-02-20,Processing,Bengaluru
1227,221,2025-01-17,Cancelled,Delhi
1228,25,2025-10-02,Processing,Pune
1229,207,2025-01-11,Delivered,Nagpur
1230,438,2025-01-04,Delivered,Bengaluru
1231,395,2025-04-25,Delivered,Kolkata
1232,271,2025-01-08,Delivered,Hyderabad
1233,237,2024-08-06,Delivered,Ahmedabad
1234,218,2025-03-28,Shipped,Mumbai
1235,358,2024-02-11,Processing,Jaipur
1236,142,2025-09-20,Delivered,Jaipur
1237,137,2025-04-26,Delivered,Delhi
1238,173,2024-04-22,Delivered,Delhi
1239,339,2024-03-04,Processing,Nagpur
1240,346,2025-11-05,Processing,Jaipur
1241,364,2025-02-14,Delivered,Nashik
1242,451,2025-12-19,Delivered,Hyderabad
1243,374,2024-02-25,Delivered,Mumbai
1244,496,2024-08-28,Delivered,Nashik
1245,221,2024-01-06,Delivered,Delhi
1246,158,2024-07-11,Delivered,Mumbai
1247,24,2024-01-30,Delivered,Surat
1248,51,2025-10-03,Delivered,Nagpur
1249,11,2025-05-10,Shipped,Kolkata
1250,132,2024-08-27,Processing,Surat
1251,19,2025-05-20,Delivered,Hyderabad
1252,320,2024-01-01,Delivered,Chennai
1253,80,2025-12-24,Shipped,Chennai
1254,148,2025-11-15,Cancelled,Nashik
1255,16,2024-01-15,Shipped,Nashik
1256,129,2024-11-25,Shipped,Ahmedabad
1257,175,2024-01-05,Delivered,Hyderabad
1258,366,2025-07-02,Shipped,Bengaluru
1259,36,2025-03-28,Delivered,Surat
1260,242,2024-08-14,Returned,Mumbai
1261,408,2024-11-16,Delivered,Surat
1262,397,2025-02-07,Delivered,Pune
1263,188,2025-02-07,Delivered,Chennai
1264,404,2025-08-26,Cancelled,Chennai
1265,87,2025-11-11,Delivered,Nagpur
1266,142,2024-11-18,Shipped,Jaipur
1267,41,2025-09-03,Delivered,Delhi
1268,274,2025-05-25,Shipped,Jaipur
1269,110,2025-05-08,Shipped,Mumbai
1270,396,2024-06-01,Delivered,Surat
1271,148,2025-03-05,Delivered,Nashik
1272,479,2025-09-16,Delivered,Kolkata
1273,185,2024-04-04,Processing,Delhi
1274,116,2025-06-07,Shipped,Chennai
1275,171,2024-10-13,Processing,Nagpur
1276,451,2024-10-29,Delivered,Hyderabad
