payment_id,order_id,payment_date,payment_method,payment_status,amount
533,533,2024-10-29,Credit Card,Completed,17749.51
534,534,2024-07-25,Net Banking,Completed,388652.05
535,535,2025-03-24,Credit Card,Completed,84946.49
536,536,2025-04-21,Cash on Delivery,Pending,75904.65
537,537,2024-01-11,Debit Card,Completed,143556.5
538,538,2024-11-30,Cash on Delivery,Refunded,285906.19
539,539,2025-08-16,Wallet,Completed,168387.96
540,540,2025-01-23,Cash on Delivery,Pending,69804.38
541,541,2024-01-18,Debit Card,Completed,255425.36
542,542,2024-09-10,Credit Card,Completed,137134.52
543,543,2024-03-15,Debit Card,Completed,221538.96
544,544,2025-11-18,Wallet,Completed,31544.76
545,545,2025-03-15,Cash on Delivery,Completed,113162.29
546,546,2024-07-27,UPI,Completed,85814.26
547,547,2025-04-08,Debit Card,Completed,17023.16
548,548,2025-12-17,Credit Card,Completed,343713.33
549,549,2024-11-22,Debit Card,Completed,130359.69
550,550,2024-04-19,Debit Card,Completed,204752.04
551,551,2025-12-22,UPI,Completed,11572.95
552,552,2024-11-26,Cash on Delivery,Completed,376004.77
553,553,2024-08-24,Wallet,Completed,205597.59
554,554,2025-12-16,Net Banking,Completed,75039.65
555,555,2024-04-07,UPI,Completed,94965.26
556,556,2025-11-21,Credit Card,Completed,310263.78
557,557,2025-01-04,Wallet,Completed,11668.39
558,558,2024-11-07,UPI,Completed,109287.22
559,559,2025-01-02,Wallet,Refunded,272850.19
560,560,2024-07-07,Debit Card,Completed,113377.35
561,561,2025-09-20,Debit Card,Completed,103963.19
562,562,2024-07-25,Cash on Delivery,Refunded,232004.76
563,563,2024-10-11,Credit Card,Completed,14809.44
564,564,2025-12-14,Net Banking,Completed,147886.44
565,565,2024-08-10,UPI,Completed,221405.51
566,566,2024-10-14,Wallet,Completed,210265.01
567,567,2025-05-12,Wallet,Pending,164625.3
568,568,2025-05-09,Cash on Delivery,Completed,315984.22
569,569,2024-09-16,UPI,Failed,93884.48
570,570,2025-06-07,Credit Card,Completed,154346.69
571,571,2024-09-22,Wallet,Refunded,352679.64
572,572,2025-02-22,Credit Card,Completed,82082.43
573,573,2025-10-20,UPI,Failed,44523.13
574,574,2024-01-29,Net Banking,Completed,165600.88
575,575,2024-04-02,Wallet,Completed,167577.05
576,576,2025-07-01,Debit Card,Completed,163070.63
577,577,2025-08-13,UPI,Completed,7221.35
578,578,2025-03-20,Debit Card,Completed,15534.43
579,579,2025-06-06,Credit Card,Refunded,78130.5
580,580,2024-09-08,Cash on Delivery,Completed,75386.22
581,581,2025-01-15,Credit Card,Completed,422839.52
582,582,2024-05-09,Wallet,Completed,21807.59
583,583,2024-01-12,Debit Card,Completed,20200.32
584,584,2024-07-14,Wallet,Completed,102376.02
585,585,2024-03-22,Credit Card,Completed,75904.65
586,586,2024-07-18,Credit Card,Completed,66910.22
587,587,2024-07-23,UPI,Completed,121330.91
588,588,2024-10-04,UPI,Completed,289461.17
589,589,2024-09-05,Debit Card,Completed,233280.76
590,590,2024-03-06,Cash on Delivery,Completed,239915.61
591,591,2024-05-27,Wallet,Completed,248337.79
592,592,2025-12-26,Wallet,Pending,5755.81
593,593,2025-01-03,Credit Card,Completed,162402.69
594,594,2024-08-19,UPI,Completed,14507.75
595,595,2025-07-13,UPI,Completed,213516.91
596,596,2025-10-17,Cash on Delivery,Completed,279443.49
597,597,2025-07-15,Wallet,Completed,85853.62
598,598,2024-08-15,UPI,Completed,176315.42
599,599,2024-03-10,Debit Card,Refunded,112247.88
600,600,2025-07-16,Wallet,Completed,30106.33
601,601,2025-04-24,Cash on Delivery,Completed,112001.57
602,602,2025-07-16,Credit Card,Completed,225298.09
603,603,2025-03-16,Wallet,Failed,92655.01
604,604,2024-03-13,Debit Card,Completed,111862.67
605,605,2024-10-31,UPI,Completed,59539.34
606,606,2024-11-24,Net Banking,Completed,128225.24
607,607,2024-10-15,Wallet,Completed,177003.5
608,608,2025-10-03,Credit Card,Completed,48018.71
609,609,2025-10-16,Wallet,Completed,174485.81
610,610,2024-08-28,Debit Card,Completed,359396.24
611,611,2024-10-31,Net Banking,Completed,104229.59
612,612,2025-01-03,Credit Card,Completed,141862.68
613,613,2024-09-14,Credit Card,Completed,110027.82
614,614,2024-10-29,Credit Card,Completed,263690.56
615,615,2024-07-07,Cash on Delivery,Refunded,216605.24
616,616,2025-07-28,Net Banking,Refunded,329716.64
617,617,2025-09-04,Wallet,Completed,95499.72
618,618,2025-01-21,Net Banking,Completed,24373.19
619,619,2025-08-22,Cash on Delivery,Completed,68713.6
620,620,2024-07-12,Credit Card,Completed,109368.3
621,621,2024-03-26,Cash on Delivery,Completed,115312.59
622,622,2025-06-12,Net Banking,Completed,385822.38
623,623,2025-03-13,Net Banking,Completed,178939.78
624,624,2024-02-21,Credit Card,Completed,14620.64
625,625,2024-07-08,Net Banking,Completed,243700.56
626,626,2024-03-28,Debit Card,Completed,143216.21
627,627,2025-10-15,Wallet,Completed,62014.12
628,628,2024-08-24,Credit Card,Pending,260549.42
629,629,2025-06-10,UPI,Pending,204385.71
630,630,2024-04-25,Credit Card,Completed,130979.75
631,631,2025-12-30,Wallet,Completed,175555.9
632,632,2025-09-29,Wallet,Completed,75003.74
633,633,2025-11-04,UPI,Completed,45100.92
634,634,2024-03-24,Net Banking,Failed,253005.8
635,635,2025-11-23,Wallet,Pending,28326.54
636,636,2024-09-17,Credit Card,Completed,198764.24
637,637,2024-10-31,Net Banking,Completed,354183.06
638,638,2025-10-18,Debit Card,Completed,257781.79
639,639,2025-05-31,Credit Card,Completed,73027.55
640,640,2024-01-31,Debit Card,Completed,442203.18
641,641,2024-09-04,Credit Card,Completed,145252.79
642,642,2024-03-11,Net Banking,Completed,141858.72
643,643,2025-07-01,Cash on Delivery,Completed,45395.09
644,644,2024-04-09,UPI,Completed,117147.96
645,645,2024-09-27,Wallet,Pending,203779.22
646,646,2024-08-05,Wallet,Completed,92594.22
647,647,2024-09-27,Net Banking,Completed,458043.3
648,648,2024-10-10,Cash on Delivery,Completed,57874.46
649,649,2024-07-11,Wallet,Completed,250606.36
650,650,2024-10-10,UPI,Refunded,317545.57
651,651,2025-01-24,Credit Card,Completed,89760.24
652,652,2024-10-03,UPI,Completed,14791.26
653,653,2025-12-07,Cash on Delivery,Failed,132400.95
654,654,2025-10-27,Wallet,Completed,225447.11
655,655,2024-02-13,Credit Card,Completed,96788.76
656,656,2025-05-26,Debit Card,Refunded,378623.46
657,657,2024-12-02,Cash on Delivery,Completed,515426.63
658,658,2025-02-14,Net Banking,Completed,228048.54
659,659,2025-07-03,Net Banking,Completed,11513.02
660,660,2025-06-14,Credit Card,Completed,115636.16
661,661,2025-04-06,Net Banking,Completed,135105.64
662,662,2025-07-06,Debit Card,Completed,554241.78
663,663,2025-09-28,Wallet,Completed,40694.02
664,664,2025-02-12,Debit Card,Completed,296844.41
665,665,2025-09-21,Cash on Delivery,Completed,194754.22
666,666,2024-11-02,Debit Card,Completed,94735.14
667,667,2024-09-06,Cash on Delivery,Completed,395598.47
668,668,2024-05-30,Debit Card,Completed,29015.5
669,669,2025-10-10,Wallet,Failed,106677.99
670,670,2024-05-26,Cash on Delivery,Completed,151774.05
671,671,2025-12-12,Wallet,Pending,115660.61
672,672,2025-03-22,Wallet,Completed,165366.24
673,673,2024-08-07,Net Banking,Completed,202184.04
674,674,2025-06-15,Debit Card,Completed,40238.94
675,675,2024-01-04,Net Banking,Completed,213492.47
676,676,2025-11-25,Net Banking,Completed,306514.19
677,677,2024-12-10,Debit Card,Completed,36605.68
678,678,2024-11-15,Net Banking,Completed,170194.44
679,679,2025-01-15,UPI,Completed,174580.14
680,680,2025-03-14,Net Banking,Completed,15150.24
681,681,2025-12-29,Cash on Delivery,Failed,103519.28
682,682,2024-10-09,Credit Card,Completed,252444.75
683,683,2024-09-14,Wallet,Completed,433623.99
684,684,2024-05-08,UPI,Completed,92411.56
685,685,2024-12-29,Cash on Delivery,Completed,223981.15
686,686,2024-01-24,UPI,Completed,1627.35
687,687,2024-10-22,UPI,Completed,3889.46
688,688,2024-07-10,Debit Card,Refunded,212646.52
689,689,2024-06-02,Wallet,Completed,57277.12
690,690,2025-02-22,UPI,Completed,239513.36
691,691,2025-02-28,Credit Card,Completed,53579.75
692,692,2025-08-27,Cash on Delivery,Pending,208302.73
693,693,2024-11-09,Cash on Delivery,Completed,208310.41
694,694,2025-09-25,Net Banking,Completed,87690.66
695,695,2025-02-19,Credit Card,Failed,129224.77
696,696,2024-05-05,Wallet,Completed,93241.9
697,697,2025-06-17,Credit Card,Completed,9237.48
698,698,2025-06-14,Debit Card,Completed,249102.72
699,699,2025-09-22,Debit Card,Completed,378825.88
700,700,2024-03-06,Debit Card,Completed,139494.24
701,701,2024-02-13,Wallet,Completed,130141.39
702,702,2024-06-21,Net Banking,Completed,310630.77
703,703,2024-11-08,UPI,Completed,17749.51
704,704,2024-12-23,UPI,Completed,93090.16
705,705,2025-12-23,Wallet,Completed,226096.4
706,706,2025-08-31,Wallet,Completed,147301.9
707,707,2024-12-14,Debit Card,Completed,34866.16
708,708,2025-04-30,Credit Card,Completed,46769.87
709,709,2024-07-11,Net Banking,Completed,212183.85
710,710,2024-09-26,Wallet,Completed,78211.3
711,711,2024-12-03,Debit Card,Pending,177301.99
712,712,2024-08-11,UPI,Refunded,126130.51
713,713,2024-09-23,Debit Card,Completed,300921.78
714,714,2025-09-30,Net Banking,Completed,284631.31
715,715,2024-04-08,Wallet,Completed,41153.7
716,716,2025-09-12,Cash on Delivery,Completed,183642.82
717,717,2024-04-19,Debit Card,Completed,229378.99
718,718,2024-02-05,Credit Card,Completed,88650.9
719,719,2025-12-22,Cash on Delivery,Completed,46166.26
720,720,2025-06-30,UPI,Completed,168115.56
721,721,2025-03-10,Net Banking,Completed,99950.6
722,722,2024-09-20,Net Banking,Failed,325531.74
723,723,2025-03-11,Net Banking,Refunded,222633.36
724,724,2024-07-07,Cash on Delivery,Completed,17971.16
725,725,2024-04-02,UPI,Completed,21697.95
726,726,2025-03-13,Cash on Delivery,Refunded,324715.0
727,727,2025-07-04,Debit Card,Completed,16536.35
728,728,2025-08-12,UPI,Completed,154352.11
729,729,2025-02-10,UPI,Completed,169686.89
730,730,2024-08-28,UPI,Completed,22303.41
731,731,2025-05-12,Cash on Delivery,Refunded,113112.81
732,732,2024-11-01,Cash on Delivery,Completed,142469.21
733,733,2024-12-22,Credit Card,Pending,126754.46
734,734,2024-06-21,Debit Card,Completed,153090.96
735,735,2024-02-21,Debit Card,Pending,87030.58
736,736,2024-04-02,Credit Card,Completed,83665.42
737,737,2025-07-12,Credit Card,Pending,102132.28
738,738,2025-10-20,Credit Card,Completed,69174.23
739,739,2024-02-22,Debit Card,Completed,126218.24
740,740,2025-04-06,UPI,Completed,200286.74
741,741,2025-08-27,Cash on Delivery,Completed,223072.26
742,742,2025-03-04,Credit Card,Completed,110454.67
743,743,2025-05-26,Debit Card,Refunded,186518.53
744,744,2025-03-06,Cash on Delivery,Completed,57864.76
745,745,2024-11-17,Wallet,Completed,184632.6
746,746,2025-12-31,Debit Card,Pending,228568.88
747,747,2024-05-28,Wallet,Completed,27196.51
748,748,2024-12-17,UPI,Completed,119723.26
749,749,2024-02-07,Cash on Delivery,Completed,200814.88
750,750,2025-03-03,Wallet,Completed,186775.81
751,751,2025-04-26,Credit Card,Completed,146039.02
752,752,2025-04-15,Cash on Delivery,Completed,119816.11
753,753,2025-04-01,Wallet,Completed,367037.35
754,754,2025-03-20,Cash on Delivery,Completed,86864.07
755,755,2024-07-20,Debit Card,Completed,126089.83
756,756,2025-09-30,Debit Card,Completed,106021.28
757,757,2024-03-06,Cash on Delivery,Completed,73848.12
758,758,2024-06-12,Credit Card,Completed,103227.34
759,759,2025-08-28,Wallet,Refunded,4149.74
760,760,2025-03-08,Wallet,Completed,153271.76
761,761,2024-11-22,Debit Card,Completed,148457.49
762,762,2025-06-14,UPI,Completed,118942.86
763,763,2024-09-27,Net Banking,Completed,118215.41
764,764,2024-04-15,Credit Card,Completed,121138.1
765,765,2024-09-30,Cash on Delivery,Completed,170586.22
766,766,2025-01-04,Credit Card,Refunded,194413.33
767,767,2024-03-20,Credit Card,Completed,96325.88
768,768,2025-08-18,Cash on Delivery,Completed,155514.53
769,769,2025-07-19,Cash on Delivery,Completed,247455.76
770,770,2024-03-23,Credit Card,Completed,103850.12
771,771,2025-12-02,UPI,Completed,77661.0
772,772,2024-02-08,UPI,Completed,106146.52
773,773,2025-10-09,Cash on Delivery,Completed,260071.8
774,774,2025-02-07,Net Banking,Completed,99407.12
775,775,2025-08-21,Net Banking,Completed,242072.8
776,776,2024-01-25,Net Banking,Completed,81599.6
777,777,2025-11-25,UPI,Completed,62349.04
778,778,2024-07-23,UPI,Completed,178995.01
779,779,2025-11-17,Net Banking,Completed,162691.12
780,780,2025-01-25,UPI,Completed,266627.03
781,781,2024-12-03,UPI,Completed,266535.65
782,782,2024-03-30,UPI,Completed,186345.98
783,783,2024-06-19,Wallet,Completed,226919.34
784,784,2024-04-16,UPI,Completed,157448.01
785,785,2025-02-05,Wallet,Completed,428191.33
786,786,2024-04-30,UPI,Completed,110462.57
787,787,2024-09-26,Debit Card,Refunded,48649.57
788,788,2025-10-28,Wallet,Completed,191712.75
789,789,2025-10-28,Debit Card,Failed,171856.43
790,790,2025-08-30,Debit Card,Completed,376531.5
791,791,2025-03-29,Debit Card,Completed,240391.15
792,792,2025-05-19,Net Banking,Completed,229807.42
793,793,2025-12-01,Wallet,Completed,118163.08
794,794,2025-07-25,UPI,Completed,11028.85
795,795,2024-01-10,Net Banking,Completed,238067.94
796,796,2025-01-06,UPI,Completed,46355.26
797,797,2024-09-04,Debit Card,Completed,13096.76
798,798,2025-01-22,Net Banking,Completed,33960.44
799,799,2025-12-10,Cash on Delivery,Refunded,210709.0
800,800,2024-08-21,Net Banking,Completed,217640.49
801,801,2025-02-01,UPI,Pending,132549.11
802,802,2025-04-15,Net Banking,Refunded,6733.44
803,803,2024-07-28,Cash on Delivery,Completed,2747.0
804,804,2024-01-19,Wallet,Completed,118242.5
805,805,2024-12-04,UPI,Completed,203732.32
806,806,2025-03-26,Debit Card,Completed,122501.49
807,807,2025-06-29,Cash on Delivery,Completed,122448.19
808,808,2025-03-17,UPI,Completed,89125.66
809,809,2024-02-01,Wallet,Completed,105065.01
810,810,2025-04-25,UPI,Refunded,131535.99
811,811,2024-01-12,Wallet,Completed,70467.01
812,812,2025-07-04,Net Banking,Completed,22057.7
813,813,2025-02-03,Cash on Delivery,Pending,206196.0
814,814,2025-05-25,Credit Card,Completed,167431.44
815,815,2024-03-31,Debit Card,Completed,121560.0
816,816,2024-01-21,Credit Card,Completed,369490.48
817,817,2024-02-27,Cash on Delivery,Completed,313482.25
818,818,2024-01-05,Credit Card,Completed,79785.81
819,819,2024-09-03,UPI,Completed,307839.38
820,820,2024-11-25,UPI,Completed,82563.04
821,821,2025-07-15,Credit Card,Refunded,58488.21
822,822,2025-04-21,Wallet,Completed,88509.47
823,823,2024-08-03,Debit Card,Completed,183518.22
824,824,2024-03-06,Net Banking,Completed,18162.78
825,825,2025-11-21,Debit Card,Refunded,411671.49
826,826,2024-10-28,Net Banking,Completed,111339.41
827,827,2024-11-29,Net Banking,Completed,15628.84
828,828,2024-01-24,Cash on Delivery,Completed,8441.64
829,829,2025-03-24,Cash on Delivery,Completed,52996.68
830,830,2025-05-02,UPI,Completed,382807.23
831,831,2025-10-10,Credit Card,Completed,110113.59
832,832,2024-12-25,UPI,Completed,77090.77
833,833,2024-07-18,UPI,Completed,46177.93
834,834,2024-05-24,UPI,Completed,116379.68
835,835,2025-08-25,Net Banking,Completed,181965.64
836,836,2025-10-02,Debit Card,Refunded,70404.54
837,837,2024-06-16,Cash on Delivery,Refunded,326763.96
838,838,2025-02-20,Debit Card,Completed,5568.09
839,839,2025-02-15,Debit Card,Completed,106444.93
840,840,2024-07-29,Cash on Delivery,Completed,18127.74
841,841,2024-03-02,Debit Card,Completed,71602.54
842,842,2025-10-12,Credit Card,Completed,193098.35
843,843,2025-01-17,Wallet,Completed,148562.61
844,844,2024-12-07,Cash on Delivery,Completed,189241.24
845,845,2025-08-25,Debit Card,Completed,15890.14
846,846,2025-06-09,Cash on Delivery,Completed,408377.38
847,847,2025-02-24,Credit Card,Completed,208158.51
848,848,2024-07-31,Debit Card,Completed,184193.92
849,849,2025-06-18,Wallet,Completed,183618.73
850,850,2025-05-02,Net Banking,Completed,521635.53
851,851,2025-12-25,UPI,Completed,65800.53
852,852,2025-08-18,Net Banking,Completed,106346.77
853,853,2024-11-28,Net Banking,Completed,198858.04
854,854,2024-10-14,Wallet,Failed,83932.38
855,855,2024-03-18,Debit Card,Completed,42466.15
856,856,2025-09-05,Wallet,Completed,172980.25
857,857,2024-10-16,Debit Card,Completed,58954.58
858,858,2024-12-26,Debit Card,Pending,124597.51
859,859,2025-10-15,Net Banking,Completed,259326.48
860,860,2025-02-24,Net Banking,Completed,96488.87
861,861,2025-03-26,Cash on Delivery,Completed,129609.05
862,862,2024-10-18,Credit Card,Failed,111391.64
863,863,2025-03-02,Cash on Delivery,Completed,222097.18
864,864,2024-12-12,Cash on Delivery,Completed,230691.86
865,865,2025-06-28,UPI,Completed,233180.94
866,866,2025-08-09,Debit Card,Completed,145701.99
867,867,2024-04-23,Credit Card,Completed,71491.01
868,868,2024-07-27,Wallet,Completed,148021.5
869,869,2024-06-24,UPI,Completed,35408.18
870,870,2024-07-07,Net Banking,Completed,195723.87
871,871,2025-11-25,Debit Card,Completed,93909.08
872,872,2025-10-02,Debit Card,Refunded,126187.76
873,873,2025-10-01,Net Banking,Completed,193202.75
874,874,2025-08-22,UPI,Completed,228272.71
875,875,2024-10-16,Debit Card,Completed,14809.44
876,876,2025-05-19,UPI,Completed,10960.04
877,877,2024-10-12,Net Banking,Completed,33960.44
878,878,2025-06-01,Net Banking,Completed,1139.7
879,879,2025-10-13,Credit Card,Completed,64827.3
880,880,2024-05-06,Debit Card,Completed,156095.74
881,881,2025-12-12,Cash on Delivery,Completed,245939.92
882,882,2024-07-02,Wallet,Completed,48364.47
883,883,2025-09-21,Wallet,Completed,34442.0
884,884,2025-01-03,Cash on Delivery,Refunded,75835.52
885,885,2024-01-10,Net Banking,Completed,113043.67
886,886,2025-01-08,Debit Card,Completed,29320.89
887,887,2024-09-17,Wallet,Completed,379161.26
888,888,2024-05-02,Wallet,Completed,117374.55
889,889,2025-07-28,Cash on Delivery,Completed,76033.36
890,890,2024-10-15,Net Banking,Completed,53156.42
891,891,2024-01-03,Net Banking,Pending,15046.58
892,892,2025-02-11,Net Banking,Completed,53062.33
893,893,2024-07-17,Wallet,Completed,249307.47
894,894,2024-05-13,Net Banking,Completed,160645.3
895,895,2025-05-31,Net Banking,Completed,82832.16
896,896,2024-03-10,Cash on Delivery,Completed,169091.59
897,897,2024-05-07,Debit Card,Completed,205319.21
898,898,2024-09-20,Net Banking,Completed,382115.12
899,899,2024-06-01,Wallet,Completed,241315.99
900,900,2024-12-29,Cash on Delivery,Pending,285050.33
901,901,2024-06-14,UPI,Completed,132599.64
902,902,2025-09-03,Wallet,Failed,115537.22
903,903,2025-10-07,Cash on Delivery,Completed,158178.27
904,904,2025-09-27,UPI,Completed,35689.71
905,905,2025-05-08,Wallet,Refunded,181162.4
906,906,2025-04-22,UPI,Refunded,305916.09
907,907,2024-03-14,Wallet,Completed,114606.28
908,908,2024-02-24,Debit Card,Completed,133347.47
909,909,2024-11-23,UPI,Completed,196014.41
910,910,2025-09-07,Net Banking,Refunded,54137.37
911,911,2024-04-29,UPI,Completed,29161.44
912,912,2025-10-10,Net Banking,Completed,59296.04
913,913,2025-07-05,Debit Card,Completed,108234.06
914,914,2025-04-20,Cash on Delivery,Completed,294753.39
915,915,2024-07-09,Net Banking,Completed,50235.51
916,916,2024-03-26,Debit Card,Completed,278095.83
917,917,2025-04-12,Cash on Delivery,Completed,91792.53
918,918,2024-06-08,Net Banking,Completed,66128.65
919,919,2025-05-16,Debit Card,Completed,81356.38
920,920,2025-11-15,Debit Card,Completed,138397.16
921,921,2025-09-04,Credit Card,Completed,248536.33
922,922,2025-06-26,Cash on Delivery,Refunded,223460.0
923,923,2025-09-12,Wallet,Completed,192292.28
924,924,2025-04-03,UPI,Completed,373755.14
925,925,2025-05-11,Debit Card,Completed,130373.82
926,926,2025-12-29,Wallet,Failed,26075.45
927,927,2024-02-14,Net Banking,Completed,246798.32
928,928,2024-03-29,Net Banking,Pending,285558.42
929,929,2024-08-29,UPI,Completed,313979.88
930,930,2024-05-15,Net Banking,Pending,134644.0
931,931,2024-02-04,Wallet,Completed,55600.57
932,932,2025-05-22,Wallet,Completed,39100.72
933,933,2024-01-22,Net Banking,Completed,252859.71
934,934,2024-07-26,UPI,Completed,249135.9
935,935,2024-11-15,Net Banking,Completed,272318.08
936,936,2024-07-29,Cash on Delivery,Completed,5792.38
937,937,2024-02-10,UPI,Refunded,148367.11
938,938,2025-12-17,Wallet,Completed,136319.95
939,939,2024-12-07,Net Banking,Completed,13140.29
940,940,2025-08-17,Debit Card,Completed,184280.31
941,941,2024-06-12,Credit Card,Completed,173516.53
942,942,2024-12-05,Credit Card,Completed,207924.19
943,943,2025-05-16,Cash on Delivery,Completed,192714.22
944,944,2025-04-21,Credit Card,Completed,13706.85
945,945,2024-09-30,UPI,Completed,227030.64
946,946,2025-07-28,Cash on Delivery,Completed,42985.75
947,947,2024-11-15,UPI,Completed,106072.73
948,948,2024-06-03,Cash on Delivery,Completed,446969.15
949,949,2024-06-18,Credit Card,Completed,66757.88
950,950,2025-07-15,UPI,Completed,357730.08
951,951,2024-10-04,Cash on Delivery,Completed,116311.97
952,952,2025-08-18,UPI,Pending,287932.87
953,953,2025-07-07,Wallet,Completed,110035.7
954,954,2025-04-27,Debit Card,Completed,273024.94
955,955,2025-06-30,UPI,Completed,2192.85
956,956,2024-10-31,Wallet,Completed,23927.17
957,957,2024-08-19,Debit Card,Completed,233424.8
958,958,2024-10-30,Cash on Delivery,Refunded,53910.72
959,959,2024-10-28,Cash on Delivery,Completed,189680.67
960,960,2025-11-12,Credit Card,Completed,90545.34
961,961,2025-03-29,Credit Card,Completed,85565.79
962,962,2024-01-17,Net Banking,Completed,22338.49
963,963,2024-03-28,Net Banking,Completed,365503.5
964,964,2024-07-20,Cash on Delivery,Completed,277884.54
965,965,2025-01-23,UPI,Pending,121272.86
966,966,2024-04-30,UPI,Completed,140799.33
967,967,2025-02-05,Debit Card,Completed,58055.44
968,968,2025-02-05,UPI,Completed,359266.61
969,969,2024-01-19,Cash on Delivery,Completed,181658.29
970,970,2024-03-20,Wallet,Refunded,148836.91
971,971,2024-04-18,Debit Card,Refunded,149507.29
972,972,2025-03-27,UPI,Completed,140813.11
973,973,2025-12-22,Wallet,Completed,465308.18
974,974,2025-12-12,Credit Card,Completed,132638.6
975,975,2025-04-01,Wallet,Completed,63191.28
976,976,2024-10-08,Cash on Delivery,Completed,341913.48
977,977,2024-04-18,Debit Card,Refunded,43062.73
978,978,2024-10-04,Debit Card,Completed,123522.99
979,979,2025-12-09,Cash on Delivery,Completed,157159.39
980,980,2025-11-04,Credit Card,Completed,38345.48
981,981,2025-05-30,UPI,Completed,228016.65
982,982,2025-01-24,UPI,Completed,384579.07
983,983,2024-11-29,Cash on Delivery,Completed,149077.17
984,984,2024-06-28,Cash on Delivery,Completed,89146.57
985,985,2024-01-27,Wallet,Refunded,131565.32
986,986,2026-01-01,UPI,Completed,290756.09
987,987,2024-04-29,Wallet,Completed,138488.15
988,988,2024-02-13,Debit Card,Completed,42590.11
989,989,2025-05-14,Net Banking,Completed,223898.67
990,990,2024-09-25,Cash on Delivery,Completed,12483.28
991,991,2025-03-11,Wallet,Completed,142090.24
992,992,2025-02-16,Wallet,Completed,110323.88
993,993,2025-05-02,Credit Card,Completed,272045.46
994,994,2024-08-23,Wallet,Refunded,221722.92
995,995,2024-06-28,Wallet,Completed,41922.21
996,996,2025-12-21,Credit Card,Completed,267141.43
997,997,2025-08-17,Wallet,Completed,162119.01
998,998,2024-07-28,Wallet,Completed,82001.61
999,999,2024-08-25,Net Banking,Completed,1035.51
1000,1000,2025-11-30,UPI,Completed,73299.49
1001,1001,2024-04-22,Cash on Delivery,Completed,80970.05
1002,1002,2024-04-19,Wallet,Completed,55145.14
1003,1003,2025-01-15,Credit Card,Completed,155737.25
1004,1004,2024-04-26,Net Banking,Pending,125997.99
1005,1005,2024-07-01,Debit Card,Completed,79285.76
1006,1006,2025-08-07,Debit Card,Refunded,269626.43
1007,1007,2024-03-14,Net Banking,Completed,60979.87
1008,1008,2024-07-07,Wallet,Completed,120484.24
1009,1009,2024-08-22,UPI,Pending,144936.48
1010,1010,2025-02-23,UPI,Refunded,141034.6
1011,1011,2024-12-09,Cash on Delivery,Completed,147724.74
1012,1012,2024-04-05,Wallet,Pending,196724.99
1013,1013,2025-01-04,Credit Card,Completed,154805.7
1014,1014,2025-04-23,UPI,Completed,7775.18
1015,1015,2025-06-07,Debit Card,Completed,36510.39
1016,1016,2025-03-25,Debit Card,Completed,6939.79
1017,1017,2024-03-14,Cash on Delivery,Completed,136940.38
1018,1018,2024-02-20,Credit Card,Completed,98889.54
1019,1019,2024-02-14,Cash on Delivery,Completed,16945.7
1020,1020,2024-04-29,UPI,Completed,291395.26
1021,1021,2025-08-02,Cash on Delivery,Failed,197177.5
1022,1022,2024-08-14,Net Banking,Completed,312133.07
1023,1023,2025-02-14,UPI,Completed,65040.16
1024,1024,2025-04-23,Wallet,Completed,116732.9
1025,1025,2025-12-16,Credit Card,Completed,147113.01
1026,1026,2025-08-30,Debit Card,Completed,128520.75
1027,1027,2024-06-28,Credit Card,Completed,315692.16
1028,1028,2024-03-04,UPI,Completed,127653.27
1029,1029,2025-03-06,Net Banking,Refunded,178301.82
1030,1030,2024-02-29,UPI,Completed,90731.54
1031,1031,2024-08-03,Debit Card,Completed,89346.64
1032,1032,2025-07-11,Debit Card,Completed,34902.19
1033,1033,2024-07-24,UPI,Completed,74954.4
1034,1034,2025-11-24,Cash on Delivery,Completed,365190.74
1035,1035,2024-08-28,UPI,Completed,43523.25
1036,1036,2024-10-14,Credit Card,Pending,88238.51
1037,1037,2024-12-13,Wallet,Completed,231814.6
1038,1038,2024-08-18,UPI,Completed,164050.31
1039,1039,2024-07-13,Net Banking,Completed,216312.8
1040,1040,2025-03-16,Cash on Delivery,Completed,370661.93
1041,1041,2025-07-30,UPI,Refunded,21782.4
1042,1042,2024-07-06,Cash on Delivery,Completed,237533.47
1043,1043,2025-12-22,Cash on Delivery,Completed,4273.89
1044,1044,2025-03-27,UPI,Completed,131310.37
1045,1045,2024-05-15,Wallet,Completed,393778.5
1046,1046,2024-10-06,Wallet,Completed,147935.88
1047,1047,2025-07-14,UPI,Completed,15004.85
1048,1048,2025-07-01,Net Banking,Refunded,328768.79
1049,1049,2024-12-04,Cash on Delivery,Completed,233642.92
1050,1050,2025-11-02,Debit Card,Completed,121822.55
1051,1051,2025-10-10,Cash on Delivery,Completed,360988.03
1052,1052,2025-04-20,Debit Card,Failed,39717.91
1053,1053,2025-03-26,Wallet,Completed,131267.48
1054,1054,2025-03-26,Cash on Delivery,Completed,33892.44
1055,1055,2024-06-06,Wallet,Completed,190714.72
1056,1056,2025-03-13,Credit Card,Completed,156689.67
1057,1057,2024-06-29,UPI,Completed,214294.13
1058,1058,2024-09-30,Wallet,Completed,31297.13
1059,1059,2024-10-27,UPI,Completed,35212.83
1060,1060,2025-06-19,Debit Card,Completed,224245.93
1061,1061,2024-01-14,Net Banking,Refunded,137416.0
1062,1062,2025-08-20,Cash on Delivery,Completed,111974.14
1063,1063,2025-09-26,Credit Card,Completed,18373.72
